id,name,population,state,state_id
2835,Caroline,30772,Virginia,47
2836,Carroll,29636,Virginia,47
2837,Charles City,6941,Virginia,47
2838,Charlotte,11938,Virginia,47
2839,Chesterfield,348556,Virginia,47
2840,Clarke,14523,Virginia,47
2841,Craig,5064,Virginia,47
2842,Culpeper,51859,Virginia,47
2843,Cumberland,9809,Virginia,47
2844,Dickenson,14523,Virginia,47
2845,Dinwiddie,28529,Virginia,47
2846,Essex,10919,Virginia,47
2847,Fairfax,1150795,Virginia,47
2848,Fauquier,70675,Virginia,47
2849,Floyd,15795,Virginia,47
2850,Fluvanna,26783,Virginia,47
2851,Franklin,56195,Virginia,47
2852,Frederick,88355,Virginia,47
2853,Giles,16844,Virginia,47
2854,Gloucester,37349,Virginia,47
2855,Goochland,23244,Virginia,47
2856,Grayson,15631,Virginia,47
2857,Greene,19779,Virginia,47
2858,Greensville,11627,Virginia,47
2859,Halifax,34120,Virginia,47
2860,Hanover,107239,Virginia,47
2861,Henrico,329261,Virginia,47
2862,Henry,50953,Virginia,47
2863,Highland,2210,Virginia,47
2864,Isle of Wight,36953,Virginia,47
2865,James City,76397,Virginia,47
2866,King and Queen,7042,Virginia,47
2867,King George,26575,Virginia,47
2868,King William,16939,Virginia,47
2869,Lancaster,10783,Virginia,47
2870,Lee,23541,Virginia,47
2871,Loudoun,406850,Virginia,47
2872,Louisa,36778,Virginia,47
2873,Lunenburg,12086,Virginia,47
2874,Madison,13295,Virginia,47
2875,Mathews,8802,Virginia,47
2876,Mecklenburg,30650,Virginia,47
2877,Middlesex,10769,Virginia,47
2878,Montgomery,98985,Virginia,47
2879,Nelson,14836,Virginia,47
2880,New Kent,22391,Virginia,47
2881,Northampton,11735,Virginia,47
2882,Northumberland,12147,Virginia,47
2883,Nottoway,15420,Virginia,47
2884,Orange,36644,Virginia,47
2885,Page,23933,Virginia,47
2886,Patrick,17673,Virginia,47
2887,Pittsylvania,60949,Virginia,47
2888,Powhatan,29189,Virginia,47
2889,Prince Edward,22950,Virginia,47
2890,Prince George,38082,Virginia,47
2891,Prince William,468011,Virginia,47
2892,Pulaski,34066,Virginia,47
2893,Rappahannock,7252,Virginia,47
2894,Richmond,9038,Virginia,47
2895,Roanoke,94073,Virginia,47
2896,Rockbridge,22752,Virginia,47
2897,Rockingham,81244,Virginia,47
2898,Russell,26748,Virginia,47
2899,Scott,21534,Virginia,47
2900,Shenandoah,43497,Virginia,47
2901,Smyth,30472,Virginia,47
2902,Southampton,17586,Virginia,47
2903,Spotsylvania,134238,Virginia,47
2904,Stafford,149960,Virginia,47
2905,Surry,6474,Virginia,47
2906,Sussex,11237,Virginia,47
2907,Tazewell,40855,Virginia,47
2908,Warren,40003,Virginia,47
2909,Washington,54402,Virginia,47
2910,Westmoreland,17830,Virginia,47
2911,Wise,38012,Virginia,47
2912,Wythe,28754,Virginia,47
2913,York,67846,Virginia,47
2914,Alexandria city,160530,Virginia,47
2915,Bristol city,16482,Virginia,47
2916,Buena Vista city,6237,Virginia,47
2917,Charlottesville city,48117,Virginia,47
2918,Chesapeake city,242634,Virginia,47
2919,Colonial Heights city,17833,Virginia,47
2920,Covington city,5460,Virginia,47
2921,Danville city,40693,Virginia,47
2922,Emporia city,5121,Virginia,47
2923,Fairfax city,24574,Virginia,47
2924,Falls Church city,14772,Virginia,47
2925,Franklin city,8013,Virginia,47
2926,Fredericksburg city,29144,Virginia,47
2927,Galax city,6423,Virginia,47
2928,Hampton city,134313,Virginia,47
2929,Harrisonburg city,54033,Virginia,47
2930,Hopewell city,22596,Virginia,47
2931,Lexington city,7136,Virginia,47
2932,Lynchburg city,82126,Virginia,47
2933,Manassas city,41641,Virginia,47
2934,Manassas Park city,17307,Virginia,47
2935,Martinsville city,12902,Virginia,47
2936,Newport News city,178626,Virginia,47
2937,Norfolk city,244076,Virginia,47
2938,Norton city,3968,Virginia,47
2939,Petersburg city,31567,Virginia,47
2940,Poquoson city,12190,Virginia,47
2941,Portsmouth city,94632,Virginia,47
2942,Radford city,18339,Virginia,47
2943,Richmond city,228783,Virginia,47
2944,Roanoke city,99920,Virginia,47
2945,Salem city,25643,Virginia,47
2946,Staunton city,24922,Virginia,47
2947,Suffolk city,91185,Virginia,47
2948,Virginia Beach city,450189,Virginia,47
2949,Waynesboro city,22628,Virginia,47
2950,Williamsburg city,14896,Virginia,47
2951,Winchester city,28108,Virginia,47
2952,Adams,19759,Washington,48
2953,Asotin,22610,Washington,48
2954,Benton,201877,Washington,48
2955,Chelan,77036,Washington,48
2956,Clallam,76737,Washington,48
2957,Clark,481857,Washington,48
2958,Columbia,4059,Washington,48
2959,Cowlitz,108987,Washington,48
2960,Douglas,42907,Washington,48
2961,Ferry,7649,Washington,48
2962,Franklin,94347,Washington,48
2963,Garfield,2247,Washington,48
2964,Grant,97331,Washington,48
2965,Grays Harbor,73901,Washington,48
2966,Island,84460,Washington,48
2967,Jefferson,31729,Washington,48
2968,King,2233163,Washington,48
2969,Kitsap,269805,Washington,48
2970,Kittitas,47364,Washington,48
2971,Klickitat,22107,Washington,48
2972,Lewis,79604,Washington,48
2973,Lincoln,10740,Washington,48
2974,Mason,65507,Washington,48
2975,Okanogan,42132,Washington,48
2976,Pacific,22036,Washington,48
2977,Pend Oreille,13602,Washington,48
2978,Pierce,891299,Washington,48
2979,San Juan,17128,Washington,48
2980,Skagit,128206,Washington,48
2981,Skamania,11924,Washington,48
2982,Snohomish,814901,Washington,48
2983,Spokane,514631,Washington,48
2984,Stevens,45260,Washington,48
2985,Thurston,286419,Washington,48
2986,Wahkiakum,4426,Washington,48
2987,Walla Walla,60922,Washington,48
2988,Whatcom,225685,Washington,48
2989,Whitman,49791,Washington,48
2990,Yakima,251446,Washington,48
2991,Barbour,16535,West Virginia,49
2992,Berkeley,117123,West Virginia,49
2993,Boone,21951,West Virginia,49
2994,Braxton,14089,West Virginia,49
2995,Brooke,22203,West Virginia,49
2996,Cabell,93224,West Virginia,49
2997,Calhoun,7254,West Virginia,49
2998,Clay,8632,West Virginia,49
2999,Doddridge,8406,West Virginia,49
3000,Fayette,43018,West Virginia,49
3001,Gilmer,8026,West Virginia,49
3002,Grant,11626,West Virginia,49
3003,Greenbrier,34786,West Virginia,49
3004,Hampshire,23347,West Virginia,49
3005,Hancock,29094,West Virginia,49
3006,Hardy,13775,West Virginia,49
3007,Harrison,67554,West Virginia,49
3008,Jackson,28706,West Virginia,49
3009,Jefferson,56811,West Virginia,49
3010,Kanawha,180454,West Virginia,49
3011,Lewis,16024,West Virginia,49
3012,Lincoln,20599,West Virginia,49
3013,Logan,32607,West Virginia,49
3014,McDowell,18223,West Virginia,49
3015,Marion,56097,West Virginia,49
3016,Marshall,30785,West Virginia,49
3017,Mason,26718,West Virginia,49
3018,Mercer,59131,West Virginia,49
3019,Mineral,26940,West Virginia,49
3020,Mingo,23785,West Virginia,49
3021,Monongalia,106420,West Virginia,49
3022,Monroe,13280,West Virginia,49
3023,Morgan,17787,West Virginia,49
3024,Nicholas,24842,West Virginia,49
3025,Ohio,41755,West Virginia,49
3026,Pendleton,6997,West Virginia,49
3027,Pleasants,7507,West Virginia,49
3028,Pocahontas,8414,West Virginia,49
3029,Preston,33839,West Virginia,49
3030,Putnam,56682,West Virginia,49
3031,Raleigh,74254,West Virginia,49
3032,Randolph,28823,West Virginia,49
3033,Ritchie,9721,West Virginia,49
3034,Roane,13932,West Virginia,49
3035,Summers,12760,West Virginia,49
3036,Taylor,16862,West Virginia,49
3037,Tucker,6955,West Virginia,49
3038,Tyler,8746,West Virginia,49
3039,Upshur,24415,West Virginia,49
3040,Wayne,39944,West Virginia,49
3041,Webster,8285,West Virginia,49
3042,Wetzel,15270,West Virginia,49
3043,Wirt,5830,West Virginia,49
3044,Wood,84203,West Virginia,49
3045,Wyoming,20786,West Virginia,49
3046,Adams,20348,Wisconsin,50
3047,Ashland,15600,Wisconsin,50
3048,Barron,45164,Wisconsin,50
3049,Bayfield,15042,Wisconsin,50
3050,Brown,263378,Wisconsin,50
3051,Buffalo,13125,Wisconsin,50
3052,Burnett,15392,Wisconsin,50
3053,Calumet,50159,Wisconsin,50
3054,Chippewa,64135,Wisconsin,50
3055,Clark,34709,Wisconsin,50
3056,Columbia,57358,Wisconsin,50
3057,Crawford,16291,Wisconsin,50
3058,Dane,542364,Wisconsin,50
3059,Dodge,87847,Wisconsin,50
3060,Door,27610,Wisconsin,50
3061,Douglas,43208,Wisconsin,50
3062,Dunn,45131,Wisconsin,50
3063,Eau Claire,104534,Wisconsin,50
3064,Florence,4321,Wisconsin,50
3065,Fond du Lac,103066,Wisconsin,50
3066,Forest,8991,Wisconsin,50
3067,Grant,51554,Wisconsin,50
3068,Green,36929,Wisconsin,50
3069,Green Lake,18918,Wisconsin,50
3070,Iowa,23771,Wisconsin,50
3071,Iron,5676,Wisconsin,50
3072,Jackson,20478,Wisconsin,50
3073,Jefferson,85129,Wisconsin,50
3074,Juneau,26617,Wisconsin,50
3075,Kenosha,169290,Wisconsin,50
3076,Kewaunee,20383,Wisconsin,50
3077,La Crosse,118230,Wisconsin,50
3078,Lafayette,16665,Wisconsin,50
3079,Langlade,19268,Wisconsin,50
3080,Lincoln,27689,Wisconsin,50
3081,Manitowoc,79074,Wisconsin,50
3082,Marathon,135428,Wisconsin,50
3083,Marinette,40434,Wisconsin,50
3084,Marquette,15434,Wisconsin,50
3085,Menominee,4658,Wisconsin,50
3086,Milwaukee,948201,Wisconsin,50
3087,Monroe,46051,Wisconsin,50
3088,Oconto,37830,Wisconsin,50
3089,Oneida,35470,Wisconsin,50
3090,Outagamie,187365,Wisconsin,50
3091,Ozaukee,89147,Wisconsin,50
3092,Pepin,7289,Wisconsin,50
3093,Pierce,42555,Wisconsin,50
3094,Polk,43598,Wisconsin,50
3095,Portage,70942,Wisconsin,50
3096,Price,13397,Wisconsin,50
3097,Racine,196584,Wisconsin,50
3098,Richland,17377,Wisconsin,50
3099,Rock,163129,Wisconsin,50
3100,Rusk,14147,Wisconsin,50
3101,St. Croix,89694,Wisconsin,50
3102,Sauk,64249,Wisconsin,50
3103,Sawyer,16489,Wisconsin,50
3104,Shawano,40796,Wisconsin,50
3105,Sheboygan,115456,Wisconsin,50
3106,Taylor,20412,Wisconsin,50
3107,Trempealeau,29442,Wisconsin,50
3108,Vernon,30785,Wisconsin,50
3109,Vilas,21938,Wisconsin,50
3110,Walworth,103718,Wisconsin,50
3111,Washburn,15878,Wisconsin,50
3112,Washington,135693,Wisconsin,50
3113,Waukesha,403072,Wisconsin,50
3114,Waupaca,51128,Wisconsin,50
3115,Waushara,24263,Wisconsin,50
3116,Winnebago,171020,Wisconsin,50
3117,Wood,73055,Wisconsin,50
3118,Albany,38601,Wyoming,51
3119,Big Horn,11881,Wyoming,51
3120,Campbell,46140,Wyoming,51
3121,Carbon,14971,Wyoming,51
3122,Converse,13640,Wyoming,51
3123,Crook,7450,Wyoming,51
3124,Fremont,39531,Wyoming,51
3125,Goshen,13376,Wyoming,51
3126,Hot Springs,4555,Wyoming,51
3127,Johnson,8460,Wyoming,51
3128,Laramie,98976,Wyoming,51
3129,Lincoln,19434,Wyoming,51
3130,Natrona,79115,Wyoming,51
3131,Niobrara,2388,Wyoming,51
3132,Park,29324,Wyoming,51
3133,Platte,8566,Wyoming,51
3134,Sheridan,30233,Wyoming,51
3135,Sublette,9813,Wyoming,51
3136,Sweetwater,43051,Wyoming,51
3137,Teton,23081,Wyoming,51
3138,Uinta,20299,Wyoming,51
3139,Washakie,7885,Wyoming,51
3140,Weston,6967,Wyoming,51
